지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
868,사제비,2020-06-27,19,16.4,2112,22.7,916,1.5,4,1831,1.1,115.3
868,사제비,2020-06-28,18.2,14.9,2315,22.4,1254,0,5.8,501,2.3,104.1
868,사제비,2020-06-29,17,14,2349,18.7,1746,170.5,11.7,2358,4,185.6
868,사제비,2020-06-30,12.7,11.1,2339,14.1,41,6.5,13.9,122,4.9,250.3
868,사제비,2020-07-01,13.2,10.6,320,17.3,1440,1.5,10.2,1230,3.2,73.1
868,사제비,2020-07-02,15.5,11.6,59,18.6,1142,0,7.8,1932,1.7,101.3
868,사제비,2020-07-03,16,13.2,944,17.2,2105,34.5,19.1,1120,5,98.4
868,사제비,2020-07-04,15.8,14.1,2334,18.3,1018,1.5,4.3,1535,1.4,267.2
868,사제비,2020-07-05,16.9,13.4,434,20.8,1335,1,5,1233,1.7,137.8
868,사제비,2020-07-06,17.3,16.2,1617,18.7,812,66.5,7.3,1815,2.9,151.9
868,사제비,2020-07-07,17,14.5,1630,20.2,1006,118,7.8,539,2.4,236.3
868,사제비,2020-07-08,17.7,15.1,536,22.2,1608,0,5.7,2205,1.4,137.8
868,사제비,2020-07-09,18.6,14.7,520,23.4,1339,29.5,8.3,2349,2.3,168.8
868,사제비,2020-07-10,,,,,,225,8.8,353,2.9,281.3
868,사제비,2020-07-11,18.5,15.6,200,23.1,1509,0,3.6,2318,1.2,146.3
868,사제비,2020-07-12,19,16.5,32,20,2024,27.5,7.9,935,2.6,104.1
868,사제비,2020-07-13,17.7,14.1,2358,20,1039,62.5,13.9,1432,6.5,284.1
868,사제비,2020-07-14,12.6,11.3,2326,14.2,1,15,8.3,22,3.1,236.3
868,사제비,2020-07-15,12.4,10.4,2033,16,1555,2,5.3,200,1.3,289.7
868,사제비,2020-07-16,14.3,10.1,23,18.4,1429,0,8.7,645,2.1,81.6
868,사제비,2020-07-17,16.5,12.6,242,19.9,1141,0,8.6,350,3.1,98.4
868,사제비,2020-07-18,17.9,15.2,1,20.6,1637,3.5,8.3,1918,2.4,120.9
868,사제비,2020-07-19,19.2,18,1143,20.4,1942,37.5,8.8,1101,4.2,244.7
868,사제비,2020-07-20,20,18.8,24,20.9,1412,28,9.7,109,3.9,275.6
868,사제비,2020-07-21,19.2,17.1,312,21.2,1348,9.5,8.7,241,2.7,185.6
868,사제비,2020-07-22,19.3,18,2351,22.7,1658,4.5,6.3,529,2.4,253.1
868,사제비,2020-07-23,18,14.8,2337,20.6,1518,77.5,12.8,2353,4.9,278.4
868,사제비,2020-07-24,13.9,12.9,2201,15.1,17,55.5,13.6,523,6.2,247.5
868,사제비,2020-07-25,14,13,2330,16.2,1747,23,7.7,609,3.3,267.2
868,사제비,2020-07-26,16.8,13.2,144,21.2,1431,0,5.1,1411,1.8,267.2
868,사제비,2020-07-27,18.6,15.3,423,20,1523,99,10.9,1605,3,264.4
868,사제비,2020-07-28,18.8,18.3,157,20.2,47,80.5,7.6,427,3,261.6
868,사제비,2020-07-29,19,18.3,2003,21.7,1646,50,6,2341,2.3,180
868,사제비,2020-07-30,20,17.7,2128,24.8,1253,1.5,5.5,54,2,340.3
868,사제비,2020-07-31,19.5,17.2,2048,24.5,1153,0,4.3,1221,1.5,284.1
868,사제비,2020-08-01,19.3,17.6,432,22.3,1618,0,6,2245,2.3,213.8
868,사제비,2020-08-02,18.8,17,538,22.1,1332,0,6.5,2050,2.9,120.9
868,사제비,2020-08-03,19.6,17.5,14,23,1216,0,7.8,2039,3,126.6
868,사제비,2020-08-04,19.5,18,110,22.5,1040,2.5,9.3,1158,3.8,95.6
868,사제비,2020-08-05,19.1,18.3,920,20.1,1028,34.5,8.2,839,4.1,258.8
868,사제비,2020-08-06,19.4,18.4,1016,20.6,1401,56,9.6,1138,4.1,267.2
868,사제비,2020-08-07,18.8,17.2,536,20,1751,27,6.7,2242,3.8,180
868,사제비,2020-08-08,18.7,17.1,2137,20.3,1044,36,10.1,836,4.9,267.2
868,사제비,2020-08-09,18.8,16.9,545,20.5,1308,36.5,9,2331,4.2,160.3
868,사제비,2020-08-10,18.9,17.8,331,20.8,1825,37.5,10.1,22,3.8,140.6
868,사제비,2020-08-11,19.7,17.8,427,20.8,1124,172,10.5,957,4.9,216.6
868,사제비,2020-08-12,19.7,18.6,1958,20.6,933,25,7.5,17,3.3,247.5
868,사제비,2020-08-13,20.3,18.6,548,24,1616,2.5,6.2,12,2.8,241.9
868,사제비,2020-08-14,21.3,18.1,342,25.3,1350,0,7.2,434,3.1,241.9
868,사제비,2020-08-15,21.9,18.9,710,26.5,1436,0,4.9,532,2.2,253.1
868,사제비,2020-08-16,21,17.8,2127,26.1,1424,0,5.5,240,1.9,101.3
868,사제비,2020-08-17,21.3,17.3,424,24.4,1454,0,3.8,1440,1.4,227.8
868,사제비,2020-08-18,22.9,19.2,355,26.7,1730,0,5,1240,1.7,272.8
868,사제비,2020-08-19,24,19.3,524,27.7,1146,0,4.4,1352,1.6,275.6
868,사제비,2020-08-20,24.1,20.8,505,27.8,1154,0,4.6,2347,1.4,120.9
868,사제비,2020-08-21,21,17.7,2204,25.4,1416,0,5.2,1941,1.6,118.1
868,사제비,2020-08-22,18.8,17,1326,22.9,1124,29,6,1302,1.1,104.1
868,사제비,2020-08-23,19.3,16.9,2358,22.7,1432,22,7.1,1234,1.2,78.8
868,사제비,2020-08-24,20.3,16.6,8,25.5,1306,0,14.1,2037,4.1,123.8
868,사제비,2020-08-25,19.8,18.6,2036,21,1921,50.5,24,2353,10.8,109.7
868,사제비,2020-08-26,19.7,17.3,823,20.6,1240,364.5,26.5,417,11.5,132.2
868,사제비,2020-08-27,19.4,18.8,2306,20.6,1222,38.5,8.5,3,3.3,292.5
868,사제비,2020-08-28,19.8,18,605,23.2,1113,31.5,9.1,1633,2.8,90
868,사제비,2020-08-29,19.3,17.5,2252,22.7,1348,33.5,6.5,31,2.5,295.3
868,사제비,2020-08-30,19.9,16.3,540,23.8,859,10,5.4,2321,1.4,87.2
868,사제비,2020-08-31,21,17.3,259,25,1540,0,11.2,1935,2.5,104.1
868,사제비,2020-09-01,20,18,213,23.2,1417,1,,,,
868,사제비,2020-09-02,18.6,16.9,2210,20.3,138,878,22,1330,11.8,56.3
868,사제비,2020-09-03,14.7,11.5,2308,17.6,1406,14.5,12.8,42,4.5,281.3
868,사제비,2020-09-04,15,11.1,230,19.8,1259,0,4,1359,1.4,19.7
868,사제비,2020-09-05,14.4,11.9,1703,17.3,2143,10,12.5,1500,4.9,59.1
868,사제비,2020-09-06,15.8,11.9,1,18.5,339,184,16.5,2040,8.3,67.5
868,사제비,2020-09-07,13.9,12.7,2159,15.2,1,306,11.7,1326,5.2,264.4
868,사제비,2020-09-08,16.7,12.5,103,21.7,1428,0,5.4,636,2.3,222.2
868,사제비,2020-09-09,15.4,13.2,616,19.3,1504,0,5.4,57,2.2,213.8
868,사제비,2020-09-10,14.5,11.5,2001,18.4,1125,4.5,4.8,43,1.6,239.1
868,사제비,2020-09-11,14.6,11.8,428,17.6,1159,4,11.7,1829,2.6,118.1
868,사제비,2020-09-12,15.2,12.3,2152,18.8,1425,0,6.1,630,1.5,81.6
868,사제비,2020-09-13,14.7,12.5,242,18.8,1028,6.5,5.5,1909,1.2,106.9
868,사제비,2020-09-14,14.3,12.4,543,18.2,1305,15,4.4,1449,1.1,50.6
868,사제비,2020-09-15,14.8,12.3,613,17.2,1020,0,7.2,2016,1.6,126.6
868,사제비,2020-09-16,15.5,13.5,44,18.3,1224,21,6.6,13,2.1,64.7
868,사제비,2020-09-17,14,12.7,0,16.5,1352,51.5,6.3,2211,1.6,75.9
868,사제비,2020-09-18,10.7,8,2348,13,934,15.5,5.6,5,1.7,45
868,사제비,2020-09-19,12.2,8,28,16.8,1335,0,10.7,543,3.6,61.9
868,사제비,2020-09-20,11.7,8.7,233,15.7,1253,0,12.1,835,4.6,42.2
868,사제비,2020-09-21,11.2,9.3,2252,15.2,1409,0,10.7,1933,4.6,70.3
868,사제비,2020-09-22,10.1,8.8,409,15.3,1348,0,15.6,501,8.3,78.8
868,사제비,2020-09-23,12.5,9,50,16.4,1056,15.5,13.3,21,4.6,92.8
868,사제비,2020-09-24,12.1,11,2007,13.4,342,2,12,439,7.3,84.4
868,사제비,2020-09-25,12.1,10.2,543,15,1423,0,8,33,3.7,39.4
868,사제비,2020-09-26,11.9,9.7,2328,15.6,1115,0,7.8,1903,2.8,70.3
868,사제비,2020-09-27,11.2,9.2,630,14.6,1244,5.5,13,2235,6.5,59.1
868,사제비,2020-09-28,10.5,8.3,1913,15.9,1335,0,17.3,2020,7.3,78.8
868,사제비,2020-09-29,10.5,7.8,400,14.8,1249,0,14.6,52,5.1,112.5
868,사제비,2020-09-30,10.4,7.5,355,14,1209,0,7.2,1717,3.3,56.3
868,사제비,2020-10-01,11.4,7.6,131,16.3,1221,0,4.1,5,1.2,95.6
868,사제비,2020-10-02,13.3,9.6,334,16.8,1441,0,5.4,2049,1.2,64.7
868,사제비,2020-10-03,12.5,10.2,416,16.4,1047,0,3.7,1916,1.1,90
868,사제비,2020-10-04,11.6,8.7,551,14.5,1108,8,5.9,2339,1.6,345.9
868,사제비,2020-10-05,5.6,4,554,9.9,1,.5,10.7,1123,5.8,73.1
868,사제비,2020-10-06,8.5,4.8,353,12.7,1155,0,8.7,2157,4.8,112.5
868,사제비,2020-10-07,9.7,7.3,415,13.8,1236,0,17.1,2221,6.7,106.9
868,사제비,2020-10-08,7.8,6.3,2318,9.3,1225,0,20.3,1506,13.4,81.6
868,사제비,2020-10-09,7.9,6.2,52,11.6,503,0,17.3,49,9.5,75.9
868,사제비,2020-10-10,10,7.6,2311,12.3,1728,1,7.6,28,1.7,70.3
868,사제비,2020-10-11,10.5,8.7,1,13.8,1446,0,5.5,2215,1.9,67.5
868,사제비,2020-10-12,9.6,7.3,2156,14.4,1141,0,9.6,1721,2.8,61.9
868,사제비,2020-10-13,9.8,7.6,1800,13.7,1044,0,9,1640,3.9,106.9
868,사제비,2020-10-14,8.5,6.1,1916,12.9,35,0,12.3,708,5.7,90
868,사제비,2020-10-15,8.5,5.5,53,11.9,1155,0,8.9,327,4.5,61.9
868,사제비,2020-10-16,6.7,3.5,2101,10.1,1135,15,10.5,2341,4.8,95.6
868,사제비,2020-10-17,6.6,3.8,2249,10.6,1321,0,9.4,14,3,104.1
868,사제비,2020-10-18,7.3,3.9,419,11.5,1053,0,5.5,2346,1.1,70.3
868,사제비,2020-10-19,9.7,7.3,232,13,1304,0,7.1,2351,2.6,101.3
868,사제비,2020-10-20,11.4,6.6,225,14.7,1439,0,7.8,49,2.9,104.1
868,사제비,2020-10-21,11.3,8.8,614,13.6,217,36.5,7.3,438,2.5,112.5
868,사제비,2020-10-22,6.2,1.8,2200,10.4,27,5.5,8,2221,3.3,64.7
868,사제비,2020-10-23,1.8,.7,2358,2.8,600,0,9.6,649,3.6,309.4
868,사제비,2020-10-24,3,.7,1,5,2024,0,8.2,339,3.6,278.4
868,사제비,2020-10-25,9.7,1.9,309,14.3,1421,0,6.2,16,2.2,84.4
868,사제비,2020-10-26,11.3,7.9,1958,15.4,1128,0,4.3,245,1.5,92.8
868,사제비,2020-10-27,12,8.3,644,15.4,1147,0,7.1,1626,2.1,81.6
868,사제비,2020-10-28,10.1,7.3,2327,13.1,1133,0,7,1403,2.4,42.2
868,사제비,2020-10-29,7.7,4.6,2311,12.4,1406,0,5.9,634,2.6,70.3
868,사제비,2020-10-30,6.2,4.4,529,9.9,1243,0,13.6,2008,4,126.6
868,사제비,2020-10-31,6.4,2.9,658,11,1307,0,9.5,11,2,101.3
868,사제비,2020-11-01,9.2,5.4,517,14,1115,2.5,5.1,1407,1.7,281.3
868,사제비,2020-11-02,6.1,3.2,2039,9.1,1409,10.5,7.2,658,2.9,59.1
868,사제비,2020-11-03,.8,-1.7,2118,4.2,641,0,10.3,1945,3.5,284.1
868,사제비,2020-11-04,3.3,-2.2,142,8.5,2213,0,7.4,709,3.1,84.4
868,사제비,2020-11-05,10.5,5.8,745,13.7,1350,0,5,2246,1.5,98.4
868,사제비,2020-11-06,10.4,8.3,416,12.1,2020,.5,5.8,311,2.2,140.6
868,사제비,2020-11-07,9.1,5.5,2358,14,1429,0,5.4,2009,1.8,64.7
868,사제비,2020-11-08,2.7,-1.3,2303,6.9,1355,0,7.6,1114,3.3,78.8
868,사제비,2020-11-09,.3,-2.7,829,3.9,1433,0,8.9,1041,5.1,70.3
868,사제비,2020-11-10,2.2,-1,232,5.7,1225,0,7.3,23,3.1,84.4
868,사제비,2020-11-11,5.2,1.9,128,8.4,1209,0,7.1,2019,2,92.8
868,사제비,2020-11-12,7.1,2.9,423,10.7,1408,0,5.1,1521,1.5,286.9
868,사제비,2020-11-13,8.2,5.6,49,10.7,1308,0,9.3,1702,4.6,67.5
868,사제비,2020-11-14,7.4,3.1,718,11.8,1411,0,6,601,1.9,84.4
868,사제비,2020-11-15,9.7,5.7,22,12.4,1200,.5,5.9,557,2,295.3
868,사제비,2020-11-16,10.9,6.7,1916,15,1319,7,4.9,2,1.3,165.9
868,사제비,2020-11-17,11.6,9.7,402,14.7,1149,.5,9.8,2225,3.3,126.6
868,사제비,2020-11-18,12.1,10.3,517,13.9,2243,4,12.9,1346,6.2,146.3
868,사제비,2020-11-19,11.9,6.8,2344,15.8,1055,67,11.5,1230,4.7,233.4
868,사제비,2020-11-20,3.3,-.4,1803,8.4,14,0,8.4,2029,2.9,118.1
868,사제비,2020-11-21,9,3.8,1958,16.7,1037,0,7.2,119,2,70.3
868,사제비,2020-11-22,4.6,.1,2357,9.7,1038,6,6.4,332,2.1,213.8
868,사제비,2020-11-23,-1,-3.9,1737,6,2252,0,6.6,918,3.3,59.1
868,사제비,2020-11-24,2.7,-1.4,2305,7,1131,0,6.2,1313,1.9,225
868,사제비,2020-11-25,2.9,-1.2,10,6.9,2350,0,8,1702,2.7,78.8
868,사제비,2020-11-26,6.2,4.4,600,9.9,1228,7,5,1631,1.4,309.4
868,사제비,2020-11-27,0,-4.1,2252,5.6,1,.5,8.1,1754,2.4,281.3
868,사제비,2020-11-28,-4,-4.4,1620,-3.3,21,0,6.9,109,2.2,340.3
868,사제비,2020-11-29,-2.7,-3.9,48,-1.5,1222,0,3.2,1234,1,300.9
868,사제비,2020-11-30,-3.2,-4.7,2323,-1.8,1253,0,3.4,847,1.6,98.4
868,사제비,2020-12-01,-1.2,-5.4,702,4,1338,0,6.3,1816,1.3,112.5
868,사제비,2020-12-02,1,-1.6,2229,4.5,1405,0,10.8,117,2.5,118.1
868,사제비,2020-12-03,-3.3,-5.3,2252,-.7,940,0,8.8,1249,3.8,50.6
868,사제비,2020-12-04,-5,-6.5,2335,-4.2,1507,0,5.5,46,2.3,59.1
868,사제비,2020-12-05,-3.3,-6,1,-.8,1404,0,4.9,2026,1.8,90
868,사제비,2020-12-06,1.7,-2,140,4.3,1451,0,4.5,321,1.2,106.9
868,사제비,2020-12-07,.2,-2.9,627,3.3,1452,0,7.2,1858,1.9,343.1
868,사제비,2020-12-08,-1.8,-3.9,439,1.4,2352,0,6.9,1950,2.2,81.6
868,사제비,2020-12-09,3.7,1,800,7.1,1245,0,3.8,59,1.5,334.7
868,사제비,2020-12-10,2.5,.8,2239,4.2,30,0,4.5,439,1.4,222.2
868,사제비,2020-12-11,2.1,.9,1,2.7,1404,2,5,1411,1.9,272.8
868,사제비,2020-12-12,-.9,-3.1,1225,1.8,1,0,,,,
868,사제비,2020-12-13,-1,-6.4,2355,2.8,1056,0,10.6,1430,2.8,239.1
868,사제비,2020-12-14,-8.5,-9.3,2311,-6.4,1,0,6,14,2.7,292.5
868,사제비,2020-12-15,-8.5,-9.5,1733,-7.5,1137,0,4.1,30,1.5,22.5
868,사제비,2020-12-16,-7.6,-8.5,2001,-6.6,1034,1,6.8,1945,1.7,42.2
868,사제비,2020-12-17,-5.7,-8.2,1,-2.8,1322,0,3.6,537,1,42.2
868,사제비,2020-12-18,-4.3,-5.7,39,-1.6,1241,0,4.2,1709,.8,78.8
868,사제비,2020-12-19,-8.4,-10.1,2136,-5.6,1,0,3.9,448,1.1,317.8
868,사제비,2020-12-20,-5.8,-9.2,1,-3.9,1330,0,4.3,1356,.6,286.9
868,사제비,2020-12-21,-4.3,-5.6,2351,-1.6,1454,0,3.9,313,.4,317.8
868,사제비,2020-12-22,-4.2,-7.2,2210,-.1,1611,0,4.2,1405,1,261.6
868,사제비,2020-12-23,.2,-6.9,14,4.8,1417,0,4.8,1930,2.2,278.4
868,사제비,2020-12-24,-1.4,-5.7,2338,2.7,1,,8.1,1854,2.5,45
868,사제비,2020-12-25,-4.7,-7.2,255,-1.3,1610,0,8.1,316,2.7,0
868,사제비,2020-12-26,.1,-4.9,240,3.6,1456,0,5.3,2340,1.7,81.6
868,사제비,2020-12-27,2.7,.3,1,5.2,1444,23.5,12.5,1419,3.3,95.6
868,사제비,2020-12-28,4.9,1.4,355,9,1309,0,7.1,2339,2.2,115.3
868,사제비,2020-12-29,1.7,-6.3,2350,5.9,820,2.5,8.8,137,2.9,168.8
868,사제비,2020-12-30,-10.8,-12.2,1729,-6.3,1,1,7.1,155,2.8,11.3
868,사제비,2020-12-31,-9,-11.3,1,-7.7,1442,.5,5.4,309,2.1,348.8
883,새별오름,2020-01-01,1,-2.4,1,3.5,1426,0,11.4,1354,5.2,64.7
883,새별오름,2020-01-02,3.9,.9,222,7.1,1405,0,8.4,1700,4.2,75.9
883,새별오름,2020-01-03,4.4,2.4,53,7.5,1315,0,12.5,1246,5.5,75.9
883,새별오름,2020-01-04,4,1.7,217,7.5,1253,0,12.6,1527,5.4,61.9
883,새별오름,2020-01-05,6.2,1.5,358,11.9,1318,0,9.4,23,3.1,90
883,새별오름,2020-01-06,12,6.7,1,14.3,2335,3.5,15.9,1126,6.3,208.1
883,새별오름,2020-01-07,13.9,9.1,2233,15.8,1847,26,20.4,1850,7.9,272.8
883,새별오름,2020-01-08,3.5,2.4,1649,9.1,1,7.5,18.4,925,8.7,59.1
883,새별오름,2020-01-09,2.7,1.4,2355,4,1123,0,13.9,107,7.2,67.5
883,새별오름,2020-01-10,4.4,.7,714,10.2,1432,0,10.2,103,3.7,84.4
883,새별오름,2020-01-11,3.7,1.9,747,5.2,1051,0,11.4,1050,5.2,73.1
883,새별오름,2020-01-12,2.8,1.9,2348,3.4,900,0,15.1,412,6.9,73.1
883,새별오름,2020-01-13,2.4,1.6,232,4.3,1310,0,13.5,50,5.4,67.5
883,새별오름,2020-01-14,.9,-.2,1802,3,27,3,12.3,1042,4.8,115.3
883,새별오름,2020-01-15,1.1,-.1,2140,3.5,1151,0,12.4,1450,4.7,67.5
883,새별오름,2020-01-16,2.4,.2,15,5.9,1112,0,8.9,625,4.7,81.6
883,새별오름,2020-01-17,2.4,.7,2148,4.5,1343,0,14.1,1704,5.9,70.3
883,새별오름,2020-01-18,2.5,1.2,142,4.2,1046,0,16,1450,7.4,75.9
883,새별오름,2020-01-19,4.1,1,131,5.5,1136,0,10.7,1656,3.8,25.3
883,새별오름,2020-01-20,3.5,1.6,2108,5.8,1325,0,15.4,1511,5.7,73.1
883,새별오름,2020-01-21,4.4,-.5,730,9.7,1413,0,11.9,128,4.2,73.1
883,새별오름,2020-01-22,9.8,6.6,401,12,1810,37,11.7,1055,4.3,210.9
883,새별오름,2020-01-23,7.7,5.5,1901,10.9,12,.5,10,1950,4.7,78.8
883,새별오름,2020-01-24,7.4,4.8,815,11.9,1221,0,9.6,315,4.2,81.6
883,새별오름,2020-01-25,8.9,6.5,1842,12.2,1234,2.5,12.5,1832,3.7,126.6
883,새별오름,2020-01-26,8.4,6.9,445,10.2,1137,4,25.5,2313,6,109.7
883,새별오름,2020-01-27,6.3,4.1,1818,8.5,1,20.5,28.7,400,11,115.3
883,새별오름,2020-01-28,5,4.3,104,5.8,1335,1,10.1,916,3.4,78.8
883,새별오름,2020-01-29,4.3,2.5,2335,5.9,1039,3.5,12.8,1622,4.2,78.8
883,새별오름,2020-01-30,2.9,1.2,550,4.4,1101,8.5,14,835,5.9,70.3
883,새별오름,2020-01-31,2.2,.7,2254,3.7,1015,0,12.5,1817,5.4,67.5
883,새별오름,2020-02-01,3.6,.4,102,6.9,1505,0,11,1449,4.7,70.3
883,새별오름,2020-02-02,3.3,1.1,1853,6.7,1320,0,10.5,1400,4,73.1
883,새별오름,2020-02-03,2.5,-.6,2337,6.1,1302,.5,14.6,1456,5.5,64.7
883,새별오름,2020-02-04,2.1,-2.1,736,8.2,1404,0,,,,
883,새별오름,2020-02-05,-.6,-3.5,2304,3.1,403,0,,,,
883,새별오름,2020-02-06,0,-3.8,313,3.1,1440,0,11.4,1011,5.2,118.1
883,새별오름,2020-02-07,3.1,.9,25,7.1,1408,0,14.7,2308,5.2,67.5
883,새별오름,2020-02-08,2.9,.4,2316,5.1,1135,0,18.1,1216,9.2,73.1
883,새별오름,2020-02-09,2.6,.7,1,4.8,1608,0,14.4,128,5.4,73.1
883,새별오름,2020-02-10,6.7,2.3,12,10.5,1448,0,10.9,1323,3.1,75.9
883,새별오름,2020-02-11,7.8,1,310,12,1131,2,17.3,2320,4.4,199.7
883,새별오름,2020-02-12,10.3,7.1,2337,13.3,706,34,19.6,125,5.2,210.9
883,새별오름,2020-02-13,8.5,5.4,2304,13,1205,0,9.7,158,2.4,70.3
883,새별오름,2020-02-14,11.8,6.6,1,17.5,1439,0,7.4,148,2.1,196.9
883,새별오름,2020-02-15,14.2,9.5,2358,20.2,1243,6.5,11.8,1218,4.3,222.2
883,새별오름,2020-02-16,.9,-1.5,0,9.5,1,10,21.1,1655,7.2,61.9
883,새별오름,2020-02-17,-1.8,-3.4,1910,-.7,959,6,21.7,2014,6.4,67.5
883,새별오름,2020-02-18,.4,-2.7,15,2.9,1602,0,20.1,133,8,73.1
883,새별오름,2020-02-19,3.5,-.5,302,8.4,1304,0,8.4,745,4.1,118.1
883,새별오름,2020-02-20,6.5,1.5,2245,13.3,1447,0,8.3,1226,3.2,64.7
883,새별오름,2020-02-21,9.8,1.5,249,14.6,1252,1,12.2,1229,5.1,208.1
883,새별오름,2020-02-22,6.2,2.3,2348,10.5,1,.5,16.1,657,5.9,73.1
883,새별오름,2020-02-23,4.3,1,533,8.6,1234,0,12.2,219,4.6,73.1
883,새별오름,2020-02-24,11.1,5.1,504,14.1,1225,0,14.1,2223,6.2,208.1
883,새별오름,2020-02-25,12.6,8.4,2334,14.5,1130,.5,14.5,121,5.2,219.4
883,새별오름,2020-02-26,8.4,4.2,0,12.1,1212,.5,11,1227,5.4,70.3
883,새별오름,2020-02-27,6.7,2.1,629,12.9,1454,0,10.9,652,4.2,84.4
883,새별오름,2020-02-28,8.6,5.5,18,11.8,2350,4.5,12.5,1926,4.5,210.9
883,새별오름,2020-02-29,10,9.3,436,12.3,55,11.5,5.5,1,1.3,180
883,새별오름,2020-03-01,8.1,4.3,2358,10.4,1131,2,12.5,1913,3.1,70.3
883,새별오름,2020-03-02,3.8,1.2,2200,6.3,1455,.5,17.1,1004,8.2,75.9
883,새별오름,2020-03-03,7.5,2.9,16,11.6,1342,.5,7.5,1712,2,2.8
883,새별오름,2020-03-04,3.7,.7,2345,6.9,1,0,21.4,1809,9.5,61.9
883,새별오름,2020-03-05,1.7,-.5,2323,4.9,1240,0,19.5,9,7.6,61.9
883,새별오름,2020-03-06,6.1,-1.2,133,11.3,1459,0,8.3,1136,3,239.1
883,새별오름,2020-03-07,8.1,5.7,2321,10.7,1210,7.5,12,1851,3.9,78.8
883,새별오름,2020-03-08,8.9,3.2,554,14.7,1317,0,7.8,418,2.8,112.5
883,새별오름,2020-03-09,9.6,4.3,58,12.7,1113,19,12.1,1132,3.4,202.5
883,새별오름,2020-03-10,5.8,3,2258,12.8,49,18.5,19.6,2011,8.4,78.8
883,새별오름,2020-03-11,3.9,1.5,2310,6.3,1239,0,19.2,112,7.9,73.1
883,새별오름,2020-03-12,6.6,-1.6,536,12.7,1522,0,9.2,2228,3.8,194.1
883,새별오름,2020-03-13,7.4,3.4,2351,11.5,1439,0,13,1159,5.2,78.8
883,새별오름,2020-03-14,3.8,.8,702,5.9,1427,0,18.8,944,7.6,81.6
883,새별오름,2020-03-15,6.9,2.2,2359,11,1230,0,18.3,1246,6.9,11.3
883,새별오름,2020-03-16,3,-.3,619,7.4,1311,0,22,250,5.7,64.7
883,새별오름,2020-03-17,8.7,1.3,14,15.6,1437,0,8,1102,3.5,255.9
883,새별오름,2020-03-18,11.5,6.4,300,18.4,1251,0,9.5,2349,3.8,230.6
883,새별오름,2020-03-19,8.5,4.6,2005,15,956,0,20.3,1701,8,61.9
883,새별오름,2020-03-20,8.3,3.4,254,13.7,1505,0,16.2,6,5,75.9
883,새별오름,2020-03-21,14.2,8.9,5,19.3,1205,0,12.3,33,5.4,208.1
883,새별오름,2020-03-22,12,7.1,2259,17.7,1328,0,11.8,2236,5.1,101.3
883,새별오름,2020-03-23,9.5,5.8,2122,15.2,1130,0,13.8,520,6.4,92.8
883,새별오름,2020-03-24,9.9,6,2351,16,1306,0,10,421,4.1,101.3
883,새별오름,2020-03-25,12.4,3.7,533,17.7,1317,.5,13.3,1213,4.9,222.2
883,새별오름,2020-03-26,16.4,13.4,1,17.8,1212,33.5,17,1258,7.4,216.6
883,새별오름,2020-03-27,8.4,3.4,2355,17.7,36,2.5,16.2,1558,7.1,75.9
883,새별오름,2020-03-28,4.3,3.3,6,9.1,1301,6,14.8,341,6,84.4
883,새별오름,2020-03-29,7.8,3.4,542,13.1,1349,0,9.1,231,2.5,61.9
883,새별오름,2020-03-30,10,7,607,13.9,1411,0,12.5,1802,3.2,118.1
883,새별오름,2020-03-31,10.5,5.3,608,16.4,1416,.5,13.5,1031,3.9,115.3
883,새별오름,2020-04-01,6.7,4,2204,10.6,1132,5,17.7,1517,8.1,73.1
883,새별오름,2020-04-02,8.2,4.2,5,14.9,1443,0,12.9,424,4.7,75.9
883,새별오름,2020-04-03,9.1,6.2,2359,13.5,1328,0,10.7,1209,4.8,73.1
883,새별오름,2020-04-04,7.2,2.2,2348,13.2,1138,0,13.8,2303,6.3,81.6
883,새별오름,2020-04-05,4.9,1.8,536,9.1,1518,0,16.1,1254,7.1,61.9
883,새별오름,2020-04-06,7.1,1.3,610,12.8,1404,0,8.8,1001,3.9,70.3
883,새별오름,2020-04-07,9.5,5.1,15,14.7,1226,0,11.1,1309,4.8,59.1
883,새별오름,2020-04-08,10.3,6.3,203,15.8,1222,0,16.7,2334,5.9,123.8
883,새별오름,2020-04-09,8.7,5.5,2153,14.2,1251,0,14.6,14,5.4,123.8
883,새별오름,2020-04-10,10.3,6,1,15.1,1246,0,11.1,407,3.7,112.5
883,새별오름,2020-04-11,8.7,6,520,15.1,1227,14,11.7,2135,3.8,112.5
883,새별오름,2020-04-12,5.6,3.4,1845,8.2,1419,17,20.5,1837,6.7,87.2
883,새별오름,2020-04-13,6.1,3.8,2358,8.9,1652,0,23.2,1240,7.4,67.5
883,새별오름,2020-04-14,10.1,3,25,14.5,1317,0,9.4,1122,4.3,56.3
883,새별오름,2020-04-15,10.4,6.6,619,15.2,1102,0,7.1,1358,2.6,36.6
883,새별오름,2020-04-16,13.4,5.9,538,18.5,1253,0,16.1,2348,4.4,196.9
883,새별오름,2020-04-17,12.3,8.8,2310,15.1,2,32.5,19.7,257,6.7,210.9
883,새별오름,2020-04-18,9.5,6.8,620,12.5,1724,0,12.4,822,5.1,87.2
883,새별오름,2020-04-19,11.9,7.3,228,15.5,1602,9,27,1435,6.5,177.2
